timestamp,probe_type,target,category,success,http_code,time_namelookup,time_connect,time_appconnect,time_starttransfer,time_total,size_download,remote_ip,error
2026-02-17 17:07:09,dns,simei8.com,cn,True,0,0.002,-1.0,-1.0,-1.0,0.002,0,174.139.156.113,
2026-02-17 17:07:09,dns,onlylady.com,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,103.244.234.219,
2026-02-17 17:07:09,dns,globalrdp.cn,cn,True,0,0.093,-1.0,-1.0,-1.0,0.093,0,NOERROR:no-A-record,
2026-02-17 17:07:09,dns,xitong8.com,cn,True,0,0.067,-1.0,-1.0,-1.0,0.067,0,NOERROR:no-A-record,
2026-02-17 17:07:09,dns,douyuscdn.com,cn,True,0,0.049,-1.0,-1.0,-1.0,0.049,0,NOERROR:no-A-record,
2026-02-17 17:07:09,dns,globrand.com,cn,True,0,0.066,-1.0,-1.0,-1.0,0.066,0,NOERROR:no-A-record,
2026-02-17 17:07:09,dns,zztfly.com,cn,True,0,0.002,-1.0,-1.0,-1.0,0.002,0,121.40.67.193,
2026-02-17 17:07:09,dns,yslyhr.com,cn,True,0,0.025,-1.0,-1.0,-1.0,0.025,0,NOERROR:no-A-record,
2026-02-17 17:07:09,dns,dxy.com,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,118.25.163.169,
2026-02-17 17:07:09,dns,cqsjb.com,cn,True,0,0.075,-1.0,-1.0,-1.0,0.075,0,219.153.58.33,
2026-02-17 17:07:09,dns,airguilin.com,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,122.119.4.125,
2026-02-17 17:07:09,dns,njcb.com.cn,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,58.240.77.165,
2026-02-17 17:07:09,dns,zts.com.cn,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,58.56.93.154,
2026-02-17 17:07:09,dns,aws-icp-domain-manager.cn,cn,True,0,0.066,-1.0,-1.0,-1.0,0.066,0,NOERROR:no-A-record,
2026-02-17 17:07:09,dns,ssjlicai.com,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,43.231.162.12,
2026-02-17 17:07:09,dns,dazijia.com,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,192.238.142.124,
2026-02-17 17:07:09,dns,ntp.aliyun.com,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,time.local.,
2026-02-17 17:07:09,dns,onlinesjtu.com,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,154.212.1.4,
2026-02-17 17:07:09,dns,kfzimg.com,cn,True,0,0.067,-1.0,-1.0,-1.0,0.067,0,43.144.130.39,
2026-02-17 17:07:09,dns,heiyan.com,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,203.107.54.4,
2026-02-17 17:07:09,dns,whlovehome.com,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,104.21.78.156,
2026-02-17 17:07:09,dns,baixing.com,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,39.100.51.182,
2026-02-17 17:07:09,dns,qgzb.com.cn,cn,True,0,0.0,-1.0,-1.0,-1.0,0.0,0,NOERROR:no-A-record,
2026-02-17 17:07:09,dns,yuantongyizhan.cn,cn,True,0,0.0,-1.0,-1.0,-1.0,0.0,0,NOERROR:no-A-record,
